"year","geo","wstatus","worktime","age","sex","unit","isco08","values"
2017,"Norway","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.5
2018,"Norway","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.6
2019,"Norway","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.6
2020,"Norway","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.3
2021,"Norway","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.3
2022,"Norway","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.5
2023,"Norway","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.4
2014,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.1
2015,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.5
2016,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.3
2017,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.4
2018,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21
2019,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.9
2020,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.8
2021,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.6
2022,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.8
2023,"Poland","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.8
2014,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",16.9
2015,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17
2016,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.4
2017,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.7
2018,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.6
2019,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.8
2020,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.1
2021,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.8
2022,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.7
2023,"Portugal","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.2
2014,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",26.1
2015,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.8
2016,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",25.2
2017,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",25
2018,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.3
2019,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.6
2020,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.8
2021,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",26.5
2022,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",27
2023,"Romania","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",26.7
2014,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",19.9
2015,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.8
2016,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22
2017,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22.1
2018,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22.5
2019,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22.9
2020,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22.5
2021,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22.7
2022,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22
2023,"Serbia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.6
2014,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",25.1
2015,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.9
2016,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",25.1
2017,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",25
2018,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.9
2019,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.8
2020,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.3
2021,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.7
2022,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24.6
2023,"Sweden","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",24
2014,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",19.4
2015,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",19.9
2016,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.6
2017,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.2
2018,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.6
2019,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.5
2020,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.3
2021,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",22.1
2022,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.6
2023,"Slovenia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",21.2
2014,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.7
2015,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.3
2016,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.8
2017,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.8
2018,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",19.3
2019,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",19.4
2020,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",19.7
2021,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20
2022,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.6
2023,"Slovakia","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.1
2014,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.7
2015,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.3
2016,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.2
2017,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.2
2018,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.2
2019,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.2
2020,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",17.4
2021,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.3
2022,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18.2
2023,"Türkiye","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",18
2014,"United Kingdom","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",19.8
2015,"United Kingdom","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.1
2016,"United Kingdom","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.1
2017,"United Kingdom","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.1
2018,"United Kingdom","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.1
2019,"United Kingdom","Employed persons","Part-time","From 20 to 64 years","Total","Hour","Total",20.2
2014,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.9
2015,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.6
2016,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.6
2017,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.6
2018,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.8
2019,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.9
2020,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",29.6
2021,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",29.3
2022,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",29.5
2023,"Austria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",29.7
2021,"Bosnia and Herzegovina","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",40.7
2022,"Bosnia and Herzegovina","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",41.1
2023,"Bosnia and Herzegovina","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",41
2014,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",32.8
2015,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",32.8
2016,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",32.9
2017,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",32.8
2018,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",32.9
2019,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",32.8
2020,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",32.3
2021,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",31.7
2022,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",31.8
2023,"Belgium","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",31.8
2014,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39.7
2015,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39.8
2016,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39.9
2017,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39.6
2018,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39.6
2019,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39.3
2020,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39
2021,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39.2
2022,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",39
2023,"Bulgaria","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",38.8
2014,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.3
2015,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.6
2016,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.8
2017,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.7
2018,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.6
2019,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.5
2020,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30
2021,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",30.5
2022,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",31.1
2023,"Switzerland","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",31.1
2014,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36
2015,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36
2016,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36.4
2017,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36.2
2018,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36.3
2019,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",35.9
2020,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36.1
2021,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36.2
2022,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36.2
2023,"Cyprus","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",36.8
2014,"Czechia","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",37.2
2015,"Czechia","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",37.2
2016,"Czechia","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",37.4
2017,"Czechia","Employed persons","Total","From 20 to 64 years","Females","Hour","Total",37
